"Host","Parasitoid","Temp","Rep","Individuals","HPD","Ptoid"
"BIP","M",20,1,1,"H",
"BIP","M",20,1,2,"H",
"BIP","M",20,1,3,"H",
"BIP","M",20,1,4,"H",
"BIP","M",20,1,5,"H",
"BIP","M",20,1,6,"H",
"BIP","M",20,1,7,"H",
"BIP","M",20,1,8,"H",
"BIP","M",20,1,9,"H",
"BIP","M",20,1,10,"H",
"BIP","M",20,1,11,"H",
"BIP","M",20,1,12,"H",
"BIP","M",20,1,13,"H",
"BIP","M",20,1,14,"D",
"BIP","M",20,1,15,"D",
"BIP","M",20,1,16,"D",
"BIP","M",20,1,17,"D",
"BIP","M",20,1,18,"D",
"BIP","M",20,1,19,"D",
"BIP","M",20,1,20,"D",
"BIP","M",20,1,21,"D",
"BIP","M",20,1,22,"D",
"BIP","M",20,1,23,"D",
"BIP","M",20,1,24,"D",
"BIP","M",20,1,25,"D",
"BIP","M",20,1,26,"D",
"BIP","M",20,1,27,"D",
"BIP","M",20,1,28,"D",
"BIP","M",20,1,29,"D",
"BIP","M",20,1,30,"D",
"BIP","M",20,1,31,"D",
"BIP","M",20,1,32,"D",
"BIP","M",20,1,33,"D",
"BIP","M",20,1,34,"D",
"BIP","M",20,1,35,"D",
"BIP","M",20,1,36,"D",
"BIP","M",20,1,37,"D",
"BIP","M",20,1,38,"D",
"BIP","M",20,1,39,"D",
"BIP","M",20,1,40,"D",
"BIP","M",20,1,41,"D",
"BIP","M",20,1,42,"D",
"BIP","M",20,1,43,"D",
"BIP","M",20,1,44,"D",
"BIP","M",20,1,45,"D",
"BIP","M",20,1,46,"D",
"BIP","M",20,1,47,"D",
"BIP","M",20,1,48,"D",
"BIP","M",20,1,49,"D",
"BIP","M",20,1,50,"D",
"BIP","M",20,2,1,"H",
"BIP","M",20,2,2,"H",
"BIP","M",20,2,3,"H",
"BIP","M",20,2,4,"H",
"BIP","M",20,2,5,"H",
"BIP","M",20,2,6,"H",
"BIP","M",20,2,7,"H",
"BIP","M",20,2,8,"H",
"BIP","M",20,2,9,"H",
"BIP","M",20,2,10,"H",
"BIP","M",20,2,11,"H",
"BIP","M",20,2,12,"H",
"BIP","M",20,2,13,"H",
"BIP","M",20,2,14,"H",
"BIP","M",20,2,15,"H",
"BIP","M",20,2,16,"H",
"BIP","M",20,2,17,"P","ML"
"BIP","M",20,2,18,"P","MG"
"BIP","M",20,2,19,"D",
"BIP","M",20,2,20,"D",
"BIP","M",20,2,21,"D",
"BIP","M",20,2,22,"D",
"BIP","M",20,2,23,"D",
"BIP","M",20,2,24,"D",
"BIP","M",20,2,25,"D",
"BIP","M",20,2,26,"D",
"BIP","M",20,2,27,"D",
"BIP","M",20,2,28,"D",
"BIP","M",20,2,29,"D",
"BIP","M",20,2,30,"D",
"BIP","M",20,2,31,"D",
"BIP","M",20,2,32,"D",
"BIP","M",20,2,33,"D",
"BIP","M",20,2,34,"D",
"BIP","M",20,2,35,"D",
"BIP","M",20,2,36,"D",
"BIP","M",20,2,37,"D",
"BIP","M",20,2,38,"D",
"BIP","M",20,2,39,"D",
"BIP","M",20,2,40,"D",
"BIP","M",20,2,41,"D",
"BIP","M",20,2,42,"D",
"BIP","M",20,2,43,"D",
"BIP","M",20,2,44,"D",
"BIP","M",20,2,45,"D",
"BIP","M",20,2,46,"D",
"BIP","M",20,2,47,"D",
"BIP","M",20,2,48,"D",
"BIP","M",20,2,49,"D",
"BIP","M",20,2,50,"D",
"BIP","M",20,3,1,"H",
"BIP","M",20,3,2,"H",
"BIP","M",20,3,3,"H",
"BIP","M",20,3,4,"H",
"BIP","M",20,3,5,"H",
"BIP","M",20,3,6,"H",
"BIP","M",20,3,7,"H",
"BIP","M",20,3,8,"H",
"BIP","M",20,3,9,"H",
"BIP","M",20,3,10,"H",
"BIP","M",20,3,11,"H",
"BIP","M",20,3,12,"H",
"BIP","M",20,3,13,"H",
"BIP","M",20,3,14,"H",
"BIP","M",20,3,15,"H",
"BIP","M",20,3,16,"H",
"BIP","M",20,3,17,"D",
"BIP","M",20,3,18,"D",
"BIP","M",20,3,19,"D",
"BIP","M",20,3,20,"D",
"BIP","M",20,3,21,"D",
"BIP","M",20,3,22,"D",
"BIP","M",20,3,23,"D",
"BIP","M",20,3,24,"D",
"BIP","M",20,3,25,"D",
"BIP","M",20,3,26,"D",
"BIP","M",20,3,27,"D",
"BIP","M",20,3,28,"D",
"BIP","M",20,3,29,"D",
"BIP","M",20,3,30,"D",
"BIP","M",20,3,31,"D",
"BIP","M",20,3,32,"D",
"BIP","M",20,3,33,"D",
"BIP","M",20,3,34,"D",
"BIP","M",20,3,35,"D",
"BIP","M",20,3,36,"D",
"BIP","M",20,3,37,"D",
"BIP","M",20,3,38,"D",
"BIP","M",20,3,39,"D",
"BIP","M",20,3,40,"D",
"BIP","M",20,3,41,"D",
"BIP","M",20,3,42,"D",
"BIP","M",20,3,43,"D",
"BIP","M",20,3,44,"D",
"BIP","M",20,3,45,"D",
"BIP","M",20,3,46,"D",
"BIP","M",20,3,47,"D",
"BIP","M",20,3,48,"D",
"BIP","M",20,3,49,"D",
"BIP","M",20,3,50,"D",
"BIP","M",20,9,1,"H",
"BIP","M",20,9,2,"H",
"BIP","M",20,9,3,"H",
"BIP","M",20,9,4,"H",
"BIP","M",20,9,5,"H",
"BIP","M",20,9,6,"H",
"BIP","M",20,9,7,"H",
"BIP","M",20,9,8,"H",
"BIP","M",20,9,9,"H",
"BIP","M",20,9,10,"H",
"BIP","M",20,9,11,"H",
"BIP","M",20,9,12,"H",
"BIP","M",20,9,13,"H",
"BIP","M",20,9,14,"H",
"BIP","M",20,9,15,"H",
"BIP","M",20,9,16,"H",
"BIP","M",20,9,17,"H",
"BIP","M",20,9,18,"H",
"BIP","M",20,9,19,"H",
"BIP","M",20,9,20,"H",
"BIP","M",20,9,21,"H",
"BIP","M",20,9,22,"H",
"BIP","M",20,9,23,"H",
"BIP","M",20,9,24,"H",
"BIP","M",20,9,25,"H",
"BIP","M",20,9,26,"H",
"BIP","M",20,9,27,"H",
"BIP","M",20,9,28,"H",
"BIP","M",20,9,29,"H",
"BIP","M",20,9,30,"H",
"BIP","M",20,9,31,"H",
"BIP","M",20,9,32,"H",
"BIP","M",20,9,33,"H",
"BIP","M",20,9,34,"P","MG"
"BIP","M",20,9,35,"D",
"BIP","M",20,9,36,"D",
"BIP","M",20,9,37,"D",
"BIP","M",20,9,38,"D",
"BIP","M",20,9,39,"D",
"BIP","M",20,9,40,"D",
"BIP","M",20,9,41,"D",
"BIP","M",20,9,42,"D",
"BIP","M",20,9,43,"D",
"BIP","M",20,9,44,"D",
"BIP","M",20,9,45,"D",
"BIP","M",20,9,46,"D",
"BIP","M",20,9,47,"D",
"BIP","M",20,9,48,"D",
"BIP","M",20,9,49,"D",
"BIP","M",20,9,50,"D",
"BIP","M",20,10,1,"H",
"BIP","M",20,10,2,"H",
"BIP","M",20,10,3,"H",
"BIP","M",20,10,4,"H",
"BIP","M",20,10,5,"H",
"BIP","M",20,10,6,"H",
"BIP","M",20,10,7,"H",
"BIP","M",20,10,8,"H",
"BIP","M",20,10,9,"H",
"BIP","M",20,10,10,"H",
"BIP","M",20,10,11,"H",
"BIP","M",20,10,12,"H",
"BIP","M",20,10,13,"H",
"BIP","M",20,10,14,"D",
"BIP","M",20,10,15,"D",
"BIP","M",20,10,16,"D",
"BIP","M",20,10,17,"D",
"BIP","M",20,10,18,"D",
"BIP","M",20,10,19,"D",
"BIP","M",20,10,20,"D",
"BIP","M",20,10,21,"D",
"BIP","M",20,10,22,"D",
"BIP","M",20,10,23,"D",
"BIP","M",20,10,24,"D",
"BIP","M",20,10,25,"D",
"BIP","M",20,10,26,"D",
"BIP","M",20,10,27,"D",
"BIP","M",20,10,28,"D",
"BIP","M",20,10,29,"D",
"BIP","M",20,10,30,"D",
"BIP","M",20,10,31,"D",
"BIP","M",20,10,32,"D",
"BIP","M",20,10,33,"D",
"BIP","M",20,10,34,"D",
"BIP","M",20,10,35,"D",
"BIP","M",20,10,36,"D",
"BIP","M",20,10,37,"D",
"BIP","M",20,10,38,"D",
"BIP","M",20,10,39,"D",
"BIP","M",20,10,40,"D",
"BIP","M",20,10,41,"D",
"BIP","M",20,10,42,"D",
"BIP","M",20,10,43,"D",
"BIP","M",20,10,44,"D",
"BIP","M",20,10,45,"D",
"BIP","M",20,10,46,"D",
"BIP","M",20,10,47,"D",
"BIP","M",20,10,48,"D",
"BIP","M",20,10,49,"D",
"BIP","M",20,10,50,"D",
"BIP","M",20,11,1,"H",
"BIP","M",20,11,2,"H",
"BIP","M",20,11,3,"H",
"BIP","M",20,11,4,"H",
"BIP","M",20,11,5,"H",
"BIP","M",20,11,6,"H",
"BIP","M",20,11,7,"H",
"BIP","M",20,11,8,"H",
"BIP","M",20,11,9,"H",
"BIP","M",20,11,10,"H",
"BIP","M",20,11,11,"H",
"BIP","M",20,11,12,"H",
"BIP","M",20,11,13,"H",
"BIP","M",20,11,14,"H",
"BIP","M",20,11,15,"H",
"BIP","M",20,11,16,"H",
"BIP","M",20,11,17,"H",
"BIP","M",20,11,18,"H",
"BIP","M",20,11,19,"H",
"BIP","M",20,11,20,"H",
"BIP","M",20,11,21,"H",
"BIP","M",20,11,22,"H",
"BIP","M",20,11,23,"D",
"BIP","M",20,11,24,"D",
"BIP","M",20,11,25,"D",
"BIP","M",20,11,26,"D",
"BIP","M",20,11,27,"D",
"BIP","M",20,11,28,"D",
"BIP","M",20,11,29,"D",
"BIP","M",20,11,30,"D",
"BIP","M",20,11,31,"D",
"BIP","M",20,11,32,"D",
"BIP","M",20,11,33,"D",
"BIP","M",20,11,34,"D",
"BIP","M",20,11,35,"D",
"BIP","M",20,11,36,"D",
"BIP","M",20,11,37,"D",
"BIP","M",20,11,38,"D",
"BIP","M",20,11,39,"D",
"BIP","M",20,11,40,"D",
"BIP","M",20,11,41,"D",
"BIP","M",20,11,42,"D",
"BIP","M",20,11,43,"D",
"BIP","M",20,11,44,"D",
"BIP","M",20,11,45,"D",
"BIP","M",20,11,46,"D",
"BIP","M",20,11,47,"D",
"BIP","M",20,11,48,"D",
"BIP","M",20,11,49,"D",
"BIP","M",20,11,50,"D",
"BIP","M",20,12,1,"H",
"BIP","M",20,12,2,"D",
"BIP","M",20,12,3,"D",
"BIP","M",20,12,4,"D",
"BIP","M",20,12,5,"D",
"BIP","M",20,12,6,"D",
"BIP","M",20,12,7,"D",
"BIP","M",20,12,8,"D",
"BIP","M",20,12,9,"D",
"BIP","M",20,12,10,"D",
"BIP","M",20,12,11,"D",
"BIP","M",20,12,12,"D",
"BIP","M",20,12,13,"D",
"BIP","M",20,12,14,"D",
"BIP","M",20,12,15,"D",
"BIP","M",20,12,16,"D",
"BIP","M",20,12,17,"D",
"BIP","M",20,12,18,"D",
"BIP","M",20,12,19,"D",
"BIP","M",20,12,20,"D",
"BIP","M",20,12,21,"D",
"BIP","M",20,12,22,"D",
"BIP","M",20,12,23,"D",
"BIP","M",20,12,24,"D",
"BIP","M",20,12,25,"D",
"BIP","M",20,12,26,"D",
"BIP","M",20,12,27,"D",
"BIP","M",20,12,28,"D",
"BIP","M",20,12,29,"D",
"BIP","M",20,12,30,"D",
"BIP","M",20,12,31,"D",
"BIP","M",20,12,32,"D",
"BIP","M",20,12,33,"D",
"BIP","M",20,12,34,"D",
"BIP","M",20,12,35,"D",
"BIP","M",20,12,36,"D",
"BIP","M",20,12,37,"D",
"BIP","M",20,12,38,"D",
"BIP","M",20,12,39,"D",
"BIP","M",20,12,40,"D",
"BIP","M",20,12,41,"D",
"BIP","M",20,12,42,"D",
"BIP","M",20,12,43,"D",
"BIP","M",20,12,44,"D",
"BIP","M",20,12,45,"D",
"BIP","M",20,12,46,"D",
"BIP","M",20,12,47,"D",
"BIP","M",20,12,48,"D",
"BIP","M",20,12,49,"D",
"BIP","M",20,12,50,"D",
"BIP","M",20,13,1,"H",
"BIP","M",20,13,2,"H",
"BIP","M",20,13,3,"H",
"BIP","M",20,13,4,"H",
"BIP","M",20,13,5,"H",
"BIP","M",20,13,6,"H",
"BIP","M",20,13,7,"H",
"BIP","M",20,13,8,"H",
"BIP","M",20,13,9,"H",
"BIP","M",20,13,10,"H",
"BIP","M",20,13,11,"H",
"BIP","M",20,13,12,"H",
"BIP","M",20,13,13,"H",
"BIP","M",20,13,14,"D",
"BIP","M",20,13,15,"D",
"BIP","M",20,13,16,"D",
"BIP","M",20,13,17,"D",
"BIP","M",20,13,18,"D",
"BIP","M",20,13,19,"D",
"BIP","M",20,13,20,"D",
"BIP","M",20,13,21,"D",
"BIP","M",20,13,22,"D",
"BIP","M",20,13,23,"D",
"BIP","M",20,13,24,"D",
"BIP","M",20,13,25,"D",
"BIP","M",20,13,26,"D",
"BIP","M",20,13,27,"D",
"BIP","M",20,13,28,"D",
"BIP","M",20,13,29,"D",
"BIP","M",20,13,30,"D",
"BIP","M",20,13,31,"D",
"BIP","M",20,13,32,"D",
"BIP","M",20,13,33,"D",
"BIP","M",20,13,34,"D",
"BIP","M",20,13,35,"D",
"BIP","M",20,13,36,"D",
"BIP","M",20,13,37,"D",
"BIP","M",20,13,38,"D",
"BIP","M",20,13,39,"D",
"BIP","M",20,13,40,"D",
"BIP","M",20,13,41,"D",
"BIP","M",20,13,42,"D",
"BIP","M",20,13,43,"D",
"BIP","M",20,13,44,"D",
"BIP","M",20,13,45,"D",
"BIP","M",20,13,46,"D",
"BIP","M",20,13,47,"D",
"BIP","M",20,13,48,"D",
"BIP","M",20,13,49,"D",
"BIP","M",20,13,50,"D",
"BIP","M",20,14,1,"H",
"BIP","M",20,14,2,"H",
"BIP","M",20,14,3,"H",
"BIP","M",20,14,4,"H",
"BIP","M",20,14,5,"H",
"BIP","M",20,14,6,"H",
"BIP","M",20,14,7,"H",
"BIP","M",20,14,8,"H",
"BIP","M",20,14,9,"H",
"BIP","M",20,14,10,"H",
"BIP","M",20,14,11,"H",
"BIP","M",20,14,12,"H",
"BIP","M",20,14,13,"H",
"BIP","M",20,14,14,"H",
"BIP","M",20,14,15,"H",
"BIP","M",20,14,16,"H",
"BIP","M",20,14,17,"H",
"BIP","M",20,14,18,"H",
"BIP","M",20,14,19,"D",
"BIP","M",20,14,20,"D",
"BIP","M",20,14,21,"D",
"BIP","M",20,14,22,"D",
"BIP","M",20,14,23,"D",
"BIP","M",20,14,24,"D",
"BIP","M",20,14,25,"D",
"BIP","M",20,14,26,"D",
"BIP","M",20,14,27,"D",
"BIP","M",20,14,28,"D",
"BIP","M",20,14,29,"D",
"BIP","M",20,14,30,"D",
"BIP","M",20,14,31,"D",
"BIP","M",20,14,32,"D",
"BIP","M",20,14,33,"D",
"BIP","M",20,14,34,"D",
"BIP","M",20,14,35,"D",
"BIP","M",20,14,36,"D",
"BIP","M",20,14,37,"D",
"BIP","M",20,14,38,"D",
"BIP","M",20,14,39,"D",
"BIP","M",20,14,40,"D",
"BIP","M",20,14,41,"D",
"BIP","M",20,14,42,"D",
"BIP","M",20,14,43,"D",
"BIP","M",20,14,44,"D",
"BIP","M",20,14,45,"D",
"BIP","M",20,14,46,"D",
"BIP","M",20,14,47,"D",
"BIP","M",20,14,48,"D",
"BIP","M",20,14,49,"D",
"BIP","M",20,14,50,"D",
"BIP","M",24,1,1,"H",
"BIP","M",24,1,2,"H",
"BIP","M",24,1,3,"H",
"BIP","M",24,1,4,"H",
"BIP","M",24,1,5,"H",
"BIP","M",24,1,6,"H",
"BIP","M",24,1,7,"H",
"BIP","M",24,1,8,"H",
"BIP","M",24,1,9,"H",
"BIP","M",24,1,10,"H",
"BIP","M",24,1,11,"H",
"BIP","M",24,1,12,"H",
"BIP","M",24,1,13,"H",
"BIP","M",24,1,14,"H",
"BIP","M",24,1,15,"H",
"BIP","M",24,1,16,"H",
"BIP","M",24,1,17,"H",
"BIP","M",24,1,18,"H",
"BIP","M",24,1,19,"H",
"BIP","M",24,1,20,"H",
"BIP","M",24,1,21,"H",
"BIP","M",24,1,22,"H",
"BIP","M",24,1,23,"H",
"BIP","M",24,1,24,"H",
"BIP","M",24,1,25,"H",
"BIP","M",24,1,26,"H",
"BIP","M",24,1,27,"H",
"BIP","M",24,1,28,"H",
"BIP","M",24,1,29,"H",
"BIP","M",24,1,30,"H",
"BIP","M",24,1,31,"H",
"BIP","M",24,1,32,"H",
"BIP","M",24,1,33,"H",
"BIP","M",24,1,34,"H",
"BIP","M",24,1,35,"H",
"BIP","M",24,1,36,"H",
"BIP","M",24,1,37,"H",
"BIP","M",24,1,38,"H",
"BIP","M",24,1,39,"H",
"BIP","M",24,1,40,"H",
"BIP","M",24,1,41,"H",
"BIP","M",24,1,42,"D",
"BIP","M",24,1,43,"D",
"BIP","M",24,1,44,"D",
"BIP","M",24,1,45,"D",
"BIP","M",24,1,46,"D",
"BIP","M",24,1,47,"D",
"BIP","M",24,1,48,"D",
"BIP","M",24,1,49,"D",
"BIP","M",24,1,50,"D",
"BIP","M",24,2,1,"H",
"BIP","M",24,2,2,"H",
"BIP","M",24,2,3,"H",
"BIP","M",24,2,4,"H",
"BIP","M",24,2,5,"H",
"BIP","M",24,2,6,"H",
"BIP","M",24,2,7,"H",
"BIP","M",24,2,8,"H",
"BIP","M",24,2,9,"H",
"BIP","M",24,2,10,"H",
"BIP","M",24,2,11,"H",
"BIP","M",24,2,12,"H",
"BIP","M",24,2,13,"H",
"BIP","M",24,2,14,"H",
"BIP","M",24,2,15,"H",
"BIP","M",24,2,16,"H",
"BIP","M",24,2,17,"H",
"BIP","M",24,2,18,"H",
"BIP","M",24,2,19,"H",
"BIP","M",24,2,20,"H",
"BIP","M",24,2,21,"H",
"BIP","M",24,2,22,"H",
"BIP","M",24,2,23,"H",
"BIP","M",24,2,24,"H",
"BIP","M",24,2,25,"H",
"BIP","M",24,2,26,"H",
"BIP","M",24,2,27,"H",
"BIP","M",24,2,28,"H",
"BIP","M",24,2,29,"H",
"BIP","M",24,2,30,"H",
"BIP","M",24,2,31,"H",
"BIP","M",24,2,32,"H",
"BIP","M",24,2,33,"H",
"BIP","M",24,2,34,"H",
"BIP","M",24,2,35,"H",
"BIP","M",24,2,36,"H",
"BIP","M",24,2,37,"H",
"BIP","M",24,2,38,"H",
"BIP","M",24,2,39,"H",
"BIP","M",24,2,40,"H",
"BIP","M",24,2,41,"H",
"BIP","M",24,2,42,"H",
"BIP","M",24,2,43,"D",
"BIP","M",24,2,44,"D",
"BIP","M",24,2,45,"D",
"BIP","M",24,2,46,"D",
"BIP","M",24,2,47,"D",
"BIP","M",24,2,48,"D",
"BIP","M",24,2,49,"D",
"BIP","M",24,2,50,"D",
"BIP","M",24,3,1,"H",
"BIP","M",24,3,2,"H",
"BIP","M",24,3,3,"H",
"BIP","M",24,3,4,"H",
"BIP","M",24,3,5,"H",
"BIP","M",24,3,6,"H",
"BIP","M",24,3,7,"H",
"BIP","M",24,3,8,"H",
"BIP","M",24,3,9,"H",
"BIP","M",24,3,10,"H",
"BIP","M",24,3,11,"H",
"BIP","M",24,3,12,"H",
"BIP","M",24,3,13,"H",
"BIP","M",24,3,14,"H",
"BIP","M",24,3,15,"H",
"BIP","M",24,3,16,"H",
"BIP","M",24,3,17,"H",
"BIP","M",24,3,18,"H",
"BIP","M",24,3,19,"H",
"BIP","M",24,3,20,"H",
"BIP","M",24,3,21,"H",
"BIP","M",24,3,22,"H",
"BIP","M",24,3,23,"D",
"BIP","M",24,3,24,"D",
"BIP","M",24,3,25,"D",
"BIP","M",24,3,26,"D",
"BIP","M",24,3,27,"D",
"BIP","M",24,3,28,"D",
"BIP","M",24,3,29,"D",
"BIP","M",24,3,30,"D",
"BIP","M",24,3,31,"D",
"BIP","M",24,3,32,"D",
"BIP","M",24,3,33,"D",
"BIP","M",24,3,34,"D",
"BIP","M",24,3,35,"D",
"BIP","M",24,3,36,"D",
"BIP","M",24,3,37,"D",
"BIP","M",24,3,38,"D",
"BIP","M",24,3,39,"D",
"BIP","M",24,3,40,"D",
"BIP","M",24,3,41,"D",
"BIP","M",24,3,42,"D",
"BIP","M",24,3,43,"D",
"BIP","M",24,3,44,"D",
"BIP","M",24,3,45,"D",
"BIP","M",24,3,46,"D",
"BIP","M",24,3,47,"D",
"BIP","M",24,3,48,"D",
"BIP","M",24,3,49,"D",
"BIP","M",24,3,50,"D",
"BIP","M",24,9,1,"H",
"BIP","M",24,9,2,"H",
"BIP","M",24,9,3,"H",
"BIP","M",24,9,4,"H",
"BIP","M",24,9,5,"H",
"BIP","M",24,9,6,"H",
"BIP","M",24,9,7,"H",
"BIP","M",24,9,8,"H",
"BIP","M",24,9,9,"H",
"BIP","M",24,9,10,"H",
"BIP","M",24,9,11,"H",
"BIP","M",24,9,12,"H",
"BIP","M",24,9,13,"H",
"BIP","M",24,9,14,"H",
"BIP","M",24,9,15,"H",
"BIP","M",24,9,16,"H",
"BIP","M",24,9,17,"H",
"BIP","M",24,9,18,"H",
"BIP","M",24,9,19,"H",
"BIP","M",24,9,20,"H",
"BIP","M",24,9,21,"H",
"BIP","M",24,9,22,"H",
"BIP","M",24,9,23,"H",
"BIP","M",24,9,24,"H",
"BIP","M",24,9,25,"H",
"BIP","M",24,9,26,"H",
"BIP","M",24,9,27,"H",
"BIP","M",24,9,28,"H",
"BIP","M",24,9,29,"H",
"BIP","M",24,9,30,"H",
"BIP","M",24,9,31,"H",
"BIP","M",24,9,32,"H",
"BIP","M",24,9,33,"H",
"BIP","M",24,9,34,"H",
"BIP","M",24,9,35,"H",
"BIP","M",24,9,36,"H",
"BIP","M",24,9,37,"D",
"BIP","M",24,9,38,"D",
"BIP","M",24,9,39,"D",
"BIP","M",24,9,40,"D",
"BIP","M",24,9,41,"D",
"BIP","M",24,9,42,"D",
"BIP","M",24,9,43,"D",
"BIP","M",24,9,44,"D",
"BIP","M",24,9,45,"D",
"BIP","M",24,9,46,"D",
"BIP","M",24,9,47,"D",
"BIP","M",24,9,48,"D",
"BIP","M",24,9,49,"D",
"BIP","M",24,9,50,"D",
"BIP","M",24,10,1,"H",
"BIP","M",24,10,2,"H",
"BIP","M",24,10,3,"H",
"BIP","M",24,10,4,"H",
"BIP","M",24,10,5,"H",
"BIP","M",24,10,6,"H",
"BIP","M",24,10,7,"H",
"BIP","M",24,10,8,"H",
"BIP","M",24,10,9,"H",
"BIP","M",24,10,10,"H",
"BIP","M",24,10,11,"H",
"BIP","M",24,10,12,"H",
"BIP","M",24,10,13,"H",
"BIP","M",24,10,14,"H",
"BIP","M",24,10,15,"H",
"BIP","M",24,10,16,"H",
"BIP","M",24,10,17,"H",
"BIP","M",24,10,18,"H",
"BIP","M",24,10,19,"H",
"BIP","M",24,10,20,"H",
"BIP","M",24,10,21,"H",
"BIP","M",24,10,22,"H",
"BIP","M",24,10,23,"H",
"BIP","M",24,10,24,"H",
"BIP","M",24,10,25,"H",
"BIP","M",24,10,26,"H",
"BIP","M",24,10,27,"H",
"BIP","M",24,10,28,"H",
"BIP","M",24,10,29,"H",
"BIP","M",24,10,30,"H",
"BIP","M",24,10,31,"H",
"BIP","M",24,10,32,"H",
"BIP","M",24,10,33,"H",
"BIP","M",24,10,34,"H",
"BIP","M",24,10,35,"H",
"BIP","M",24,10,36,"H",
"BIP","M",24,10,37,"H",
"BIP","M",24,10,38,"H",
"BIP","M",24,10,39,"H",
"BIP","M",24,10,40,"H",
"BIP","M",24,10,41,"D",
"BIP","M",24,10,42,"D",
"BIP","M",24,10,43,"D",
"BIP","M",24,10,44,"D",
"BIP","M",24,10,45,"D",
"BIP","M",24,10,46,"D",
"BIP","M",24,10,47,"D",
"BIP","M",24,10,48,"D",
"BIP","M",24,10,49,"D",
"BIP","M",24,10,50,"D",
"BIP","M",24,11,1,"H",
"BIP","M",24,11,2,"H",
"BIP","M",24,11,3,"H",
"BIP","M",24,11,4,"H",
"BIP","M",24,11,5,"H",
"BIP","M",24,11,6,"H",
"BIP","M",24,11,7,"H",
"BIP","M",24,11,8,"H",
"BIP","M",24,11,9,"H",
"BIP","M",24,11,10,"H",
"BIP","M",24,11,11,"H",
"BIP","M",24,11,12,"H",
"BIP","M",24,11,13,"H",
"BIP","M",24,11,14,"H",
"BIP","M",24,11,15,"H",
"BIP","M",24,11,16,"H",
"BIP","M",24,11,17,"H",
"BIP","M",24,11,18,"H",
"BIP","M",24,11,19,"H",
"BIP","M",24,11,20,"H",
"BIP","M",24,11,21,"H",
"BIP","M",24,11,22,"H",
"BIP","M",24,11,23,"H",
"BIP","M",24,11,24,"H",
"BIP","M",24,11,25,"H",
"BIP","M",24,11,26,"H",
"BIP","M",24,11,27,"H",
"BIP","M",24,11,28,"H",
"BIP","M",24,11,29,"H",
"BIP","M",24,11,30,"H",
"BIP","M",24,11,31,"H",
"BIP","M",24,11,32,"H",
"BIP","M",24,11,33,"H",
"BIP","M",24,11,34,"H",
"BIP","M",24,11,35,"H",
"BIP","M",24,11,36,"H",
"BIP","M",24,11,37,"H",
"BIP","M",24,11,38,"H",
"BIP","M",24,11,39,"D",
"BIP","M",24,11,40,"D",
"BIP","M",24,11,41,"D",
"BIP","M",24,11,42,"D",
"BIP","M",24,11,43,"D",
"BIP","M",24,11,44,"D",
"BIP","M",24,11,45,"D",
"BIP","M",24,11,46,"D",
"BIP","M",24,11,47,"D",
"BIP","M",24,11,48,"D",
"BIP","M",24,11,49,"D",
"BIP","M",24,11,50,"D",
"BIP","M",24,12,1,"H",
"BIP","M",24,12,2,"H",
"BIP","M",24,12,3,"H",
"BIP","M",24,12,4,"H",
"BIP","M",24,12,5,"H",
"BIP","M",24,12,6,"H",
"BIP","M",24,12,7,"H",
"BIP","M",24,12,8,"H",
"BIP","M",24,12,9,"H",
"BIP","M",24,12,10,"H",
"BIP","M",24,12,11,"H",
"BIP","M",24,12,12,"H",
"BIP","M",24,12,13,"H",
"BIP","M",24,12,14,"H",
"BIP","M",24,12,15,"H",
"BIP","M",24,12,16,"H",
"BIP","M",24,12,17,"H",
"BIP","M",24,12,18,"H",
"BIP","M",24,12,19,"H",
"BIP","M",24,12,20,"H",
"BIP","M",24,12,21,"H",
"BIP","M",24,12,22,"H",
"BIP","M",24,12,23,"H",
"BIP","M",24,12,24,"H",
"BIP","M",24,12,25,"H",
"BIP","M",24,12,26,"H",
"BIP","M",24,12,27,"H",
"BIP","M",24,12,28,"H",
"BIP","M",24,12,29,"H",
"BIP","M",24,12,30,"P","MG"
"BIP","M",24,12,31,"D",
"BIP","M",24,12,32,"D",
"BIP","M",24,12,33,"D",
"BIP","M",24,12,34,"D",
"BIP","M",24,12,35,"D",
"BIP","M",24,12,36,"D",
"BIP","M",24,12,37,"D",
"BIP","M",24,12,38,"D",
"BIP","M",24,12,39,"D",
"BIP","M",24,12,40,"D",
"BIP","M",24,12,41,"D",
"BIP","M",24,12,42,"D",
"BIP","M",24,12,43,"D",
"BIP","M",24,12,44,"D",
"BIP","M",24,12,45,"D",
"BIP","M",24,12,46,"D",
"BIP","M",24,12,47,"D",
"BIP","M",24,12,48,"D",
"BIP","M",24,12,49,"D",
"BIP","M",24,12,50,"D",
"BIP","M",24,13,1,"H",
"BIP","M",24,13,2,"H",
"BIP","M",24,13,3,"H",
"BIP","M",24,13,4,"H",
"BIP","M",24,13,5,"H",
"BIP","M",24,13,6,"H",
"BIP","M",24,13,7,"H",
"BIP","M",24,13,8,"H",
"BIP","M",24,13,9,"H",
"BIP","M",24,13,10,"H",
"BIP","M",24,13,11,"H",
"BIP","M",24,13,12,"H",
"BIP","M",24,13,13,"H",
"BIP","M",24,13,14,"H",
"BIP","M",24,13,15,"H",
"BIP","M",24,13,16,"H",
"BIP","M",24,13,17,"H",
"BIP","M",24,13,18,"H",
"BIP","M",24,13,19,"H",
"BIP","M",24,13,20,"H",
