"Host","Parasitoid","Temp","Rep","Individuals","HPD","Ptoid"
"BIR","M",24,5,9,"H",
"BIR","M",24,5,10,"H",
"BIR","M",24,5,11,"H",
"BIR","M",24,5,12,"H",
"BIR","M",24,5,13,"H",
"BIR","M",24,5,14,"H",
"BIR","M",24,5,15,"P","MA"
"BIR","M",24,5,16,"P","MA"
"BIR","M",24,5,17,"P","MA"
"BIR","M",24,5,18,"P","MA"
"BIR","M",24,5,19,"P","MA"
"BIR","M",24,5,20,"P","MA"
"BIR","M",24,5,21,"P","MA"
"BIR","M",24,5,22,"P","MA"
"BIR","M",24,5,23,"P","MA"
"BIR","M",24,5,24,"P","MA"
"BIR","M",24,5,25,"P","MA"
"BIR","M",24,5,26,"P","MA"
"BIR","M",24,5,27,"P","ML"
"BIR","M",24,5,28,"P","ML"
"BIR","M",24,5,29,"P","ML"
"BIR","M",24,5,30,"P","MG"
"BIR","M",24,5,31,"P","MG"
"BIR","M",24,5,32,"D",
"BIR","M",24,5,33,"D",
"BIR","M",24,5,34,"D",
"BIR","M",24,5,35,"D",
"BIR","M",24,5,36,"D",
"BIR","M",24,5,37,"D",
"BIR","M",24,5,38,"D",
"BIR","M",24,5,39,"D",
"BIR","M",24,5,40,"D",
"BIR","M",24,5,41,"D",
"BIR","M",24,5,42,"D",
"BIR","M",24,5,43,"D",
"BIR","M",24,5,44,"D",
"BIR","M",24,5,45,"D",
"BIR","M",24,5,46,"D",
"BIR","M",24,5,47,"D",
"BIR","M",24,5,48,"D",
"BIR","M",24,5,49,"D",
"BIR","M",24,5,50,"D",
"BIR","M",24,6,1,"H",
"BIR","M",24,6,2,"H",
"BIR","M",24,6,3,"H",
"BIR","M",24,6,4,"H",
"BIR","M",24,6,5,"H",
"BIR","M",24,6,6,"H",
"BIR","M",24,6,7,"H",
"BIR","M",24,6,8,"H",
"BIR","M",24,6,9,"H",
"BIR","M",24,6,10,"H",
"BIR","M",24,6,11,"H",
"BIR","M",24,6,12,"H",
"BIR","M",24,6,13,"P","MA"
"BIR","M",24,6,14,"P","MA"
"BIR","M",24,6,15,"P","MA"
"BIR","M",24,6,16,"P","MA"
"BIR","M",24,6,17,"P","MA"
"BIR","M",24,6,18,"P","MA"
"BIR","M",24,6,19,"P","MA"
"BIR","M",24,6,20,"P","MA"
"BIR","M",24,6,21,"P","MA"
"BIR","M",24,6,22,"P","MA"
"BIR","M",24,6,23,"P","MA"
"BIR","M",24,6,24,"P","MA"
"BIR","M",24,6,25,"P","ML"
"BIR","M",24,6,26,"P","ML"
"BIR","M",24,6,27,"P","ML"
"BIR","M",24,6,28,"P","ML"
"BIR","M",24,6,29,"P","ML"
"BIR","M",24,6,30,"P","ML"
"BIR","M",24,6,31,"D",
"BIR","M",24,6,32,"D",
"BIR","M",24,6,33,"D",
"BIR","M",24,6,34,"D",
"BIR","M",24,6,35,"D",
"BIR","M",24,6,36,"D",
"BIR","M",24,6,37,"D",
"BIR","M",24,6,38,"D",
"BIR","M",24,6,39,"D",
"BIR","M",24,6,40,"D",
"BIR","M",24,6,41,"D",
"BIR","M",24,6,42,"D",
"BIR","M",24,6,43,"D",
"BIR","M",24,6,44,"D",
"BIR","M",24,6,45,"D",
"BIR","M",24,6,46,"D",
"BIR","M",24,6,47,"D",
"BIR","M",24,6,48,"D",
"BIR","M",24,6,49,"D",
"BIR","M",24,6,50,"D",
"BIR","M",24,7,1,"H",
"BIR","M",24,7,2,"H",
"BIR","M",24,7,3,"H",
"BIR","M",24,7,4,"H",
"BIR","M",24,7,5,"H",
"BIR","M",24,7,6,"H",
"BIR","M",24,7,7,"P","MA"
"BIR","M",24,7,8,"P","MA"
"BIR","M",24,7,9,"P","MA"
"BIR","M",24,7,10,"P","MA"
"BIR","M",24,7,11,"P","MA"
"BIR","M",24,7,12,"P","MA"
"BIR","M",24,7,13,"P","MA"
"BIR","M",24,7,14,"P","MA"
"BIR","M",24,7,15,"P","MA"
"BIR","M",24,7,16,"P","MA"
"BIR","M",24,7,17,"P","MA"
"BIR","M",24,7,18,"P","ML"
"BIR","M",24,7,19,"P","ML"
"BIR","M",24,7,20,"P","ML"
"BIR","M",24,7,21,"D",
"BIR","M",24,7,22,"D",
"BIR","M",24,7,23,"D",
"BIR","M",24,7,24,"D",
"BIR","M",24,7,25,"D",
"BIR","M",24,7,26,"D",
"BIR","M",24,7,27,"D",
"BIR","M",24,7,28,"D",
"BIR","M",24,7,29,"D",
"BIR","M",24,7,30,"D",
"BIR","M",24,7,31,"D",
"BIR","M",24,7,32,"D",
"BIR","M",24,7,33,"D",
"BIR","M",24,7,34,"D",
"BIR","M",24,7,35,"D",
"BIR","M",24,7,36,"D",
"BIR","M",24,7,37,"D",
"BIR","M",24,7,38,"D",
"BIR","M",24,7,39,"D",
"BIR","M",24,7,40,"D",
"BIR","M",24,7,41,"D",
"BIR","M",24,7,42,"D",
"BIR","M",24,7,43,"D",
"BIR","M",24,7,44,"D",
"BIR","M",24,7,45,"D",
"BIR","M",24,7,46,"D",
"BIR","M",24,7,47,"D",
"BIR","M",24,7,48,"D",
"BIR","M",24,7,49,"D",
"BIR","M",24,7,50,"D",
"BIR","M",24,8,1,"H",
"BIR","M",24,8,2,"H",
"BIR","M",24,8,3,"H",
"BIR","M",24,8,4,"H",
"BIR","M",24,8,5,"H",
"BIR","M",24,8,6,"H",
"BIR","M",24,8,7,"H",
"BIR","M",24,8,8,"H",
"BIR","M",24,8,9,"H",
"BIR","M",24,8,10,"H",
"BIR","M",24,8,11,"H",
"BIR","M",24,8,12,"H",
"BIR","M",24,8,13,"P","MA"
"BIR","M",24,8,14,"P","MA"
"BIR","M",24,8,15,"P","MA"
"BIR","M",24,8,16,"P","MA"
"BIR","M",24,8,17,"P","ML"
"BIR","M",24,8,18,"P","ML"
"BIR","M",24,8,19,"P","MG"
"BIR","M",24,8,20,"P","MG"
"BIR","M",24,8,21,"D",
"BIR","M",24,8,22,"D",
"BIR","M",24,8,23,"D",
"BIR","M",24,8,24,"D",
"BIR","M",24,8,25,"D",
"BIR","M",24,8,26,"D",
"BIR","M",24,8,27,"D",
"BIR","M",24,8,28,"D",
"BIR","M",24,8,29,"D",
"BIR","M",24,8,30,"D",
"BIR","M",24,8,31,"D",
"BIR","M",24,8,32,"D",
"BIR","M",24,8,33,"D",
"BIR","M",24,8,34,"D",
"BIR","M",24,8,35,"D",
"BIR","M",24,8,36,"D",
"BIR","M",24,8,37,"D",
"BIR","M",24,8,38,"D",
"BIR","M",24,8,39,"D",
"BIR","M",24,8,40,"D",
"BIR","M",24,8,41,"D",
"BIR","M",24,8,42,"D",
"BIR","M",24,8,43,"D",
"BIR","M",24,8,44,"D",
"BIR","M",24,8,45,"D",
"BIR","M",24,8,46,"D",
"BIR","M",24,8,47,"D",
"BIR","M",24,8,48,"D",
"BIR","M",24,8,49,"D",
"BIR","M",24,8,50,"D",
"BIR","M",24,9,1,"H",
"BIR","M",24,9,2,"H",
"BIR","M",24,9,3,"H",
"BIR","M",24,9,4,"H",
"BIR","M",24,9,5,"H",
"BIR","M",24,9,6,"H",
"BIR","M",24,9,7,"H",
"BIR","M",24,9,8,"H",
"BIR","M",24,9,9,"P","MA"
"BIR","M",24,9,10,"P","MA"
"BIR","M",24,9,11,"P","MA"
"BIR","M",24,9,12,"P","MA"
"BIR","M",24,9,13,"P","MA"
"BIR","M",24,9,14,"P","MA"
"BIR","M",24,9,15,"P","MA"
"BIR","M",24,9,16,"P","MA"
"BIR","M",24,9,17,"P","MA"
"BIR","M",24,9,18,"P","MA"
"BIR","M",24,9,19,"P","MA"
"BIR","M",24,9,20,"P","MA"
"BIR","M",24,9,21,"P","MA"
"BIR","M",24,9,22,"P","MA"
"BIR","M",24,9,23,"P","MA"
"BIR","M",24,9,24,"P","MA"
"BIR","M",24,9,25,"P","ML"
"BIR","M",24,9,26,"P","ML"
"BIR","M",24,9,27,"P","ML"
"BIR","M",24,9,28,"P","ML"
"BIR","M",24,9,29,"P","ML"
"BIR","M",24,9,30,"P","ML"
"BIR","M",24,9,31,"D",
"BIR","M",24,9,32,"D",
"BIR","M",24,9,33,"D",
"BIR","M",24,9,34,"D",
"BIR","M",24,9,35,"D",
"BIR","M",24,9,36,"D",
"BIR","M",24,9,37,"D",
"BIR","M",24,9,38,"D",
"BIR","M",24,9,39,"D",
"BIR","M",24,9,40,"D",
"BIR","M",24,9,41,"D",
"BIR","M",24,9,42,"D",
"BIR","M",24,9,43,"D",
"BIR","M",24,9,44,"D",
"BIR","M",24,9,45,"D",
"BIR","M",24,9,46,"D",
"BIR","M",24,9,47,"D",
"BIR","M",24,9,48,"D",
"BIR","M",24,9,49,"D",
"BIR","M",24,9,50,"D",
"BIR","M",24,10,1,"H",
"BIR","M",24,10,2,"H",
"BIR","M",24,10,3,"H",
"BIR","M",24,10,4,"H",
"BIR","M",24,10,5,"P","MA"
"BIR","M",24,10,6,"P","MA"
"BIR","M",24,10,7,"P","MA"
"BIR","M",24,10,8,"P","MA"
"BIR","M",24,10,9,"P","MA"
"BIR","M",24,10,10,"P","ML"
"BIR","M",24,10,11,"P","ML"
"BIR","M",24,10,12,"P","MG"
"BIR","M",24,10,13,"P","MG"
"BIR","M",24,10,14,"P","MG"
"BIR","M",24,10,15,"P","MG"
"BIR","M",24,10,16,"P","MG"
"BIR","M",24,10,17,"P","MG"
"BIR","M",24,10,18,"P","MG"
"BIR","M",24,10,19,"P","MG"
"BIR","M",24,10,20,"P","MG"
"BIR","M",24,10,21,"P","MG"
"BIR","M",24,10,22,"P","MG"
"BIR","M",24,10,23,"D",
"BIR","M",24,10,24,"D",
"BIR","M",24,10,25,"D",
"BIR","M",24,10,26,"D",
"BIR","M",24,10,27,"D",
"BIR","M",24,10,28,"D",
"BIR","M",24,10,29,"D",
"BIR","M",24,10,30,"D",
"BIR","M",24,10,31,"D",
"BIR","M",24,10,32,"D",
"BIR","M",24,10,33,"D",
"BIR","M",24,10,34,"D",
"BIR","M",24,10,35,"D",
"BIR","M",24,10,36,"D",
"BIR","M",24,10,37,"D",
"BIR","M",24,10,38,"D",
"BIR","M",24,10,39,"D",
"BIR","M",24,10,40,"D",
"BIR","M",24,10,41,"D",
"BIR","M",24,10,42,"D",
"BIR","M",24,10,43,"D",
"BIR","M",24,10,44,"D",
"BIR","M",24,10,45,"D",
"BIR","M",24,10,46,"D",
"BIR","M",24,10,47,"D",
"BIR","M",24,10,48,"D",
"BIR","M",24,10,49,"D",
"BIR","M",24,10,50,"D",
"BIR","M",28,1,1,"H",
"BIR","M",28,1,2,"H",
"BIR","M",28,1,3,"H",
"BIR","M",28,1,4,"H",
"BIR","M",28,1,5,"H",
"BIR","M",28,1,6,"H",
"BIR","M",28,1,7,"H",
"BIR","M",28,1,8,"H",
"BIR","M",28,1,9,"H",
"BIR","M",28,1,10,"D",
"BIR","M",28,1,11,"D",
"BIR","M",28,1,12,"D",
"BIR","M",28,1,13,"D",
"BIR","M",28,1,14,"D",
"BIR","M",28,1,15,"D",
"BIR","M",28,1,16,"D",
"BIR","M",28,1,17,"D",
"BIR","M",28,1,18,"D",
"BIR","M",28,1,19,"D",
"BIR","M",28,1,20,"D",
"BIR","M",28,1,21,"D",
"BIR","M",28,1,22,"D",
"BIR","M",28,1,23,"D",
"BIR","M",28,1,24,"D",
"BIR","M",28,1,25,"D",
"BIR","M",28,1,26,"D",
"BIR","M",28,1,27,"D",
"BIR","M",28,1,28,"D",
"BIR","M",28,1,29,"D",
"BIR","M",28,1,30,"D",
"BIR","M",28,1,31,"D",
"BIR","M",28,1,32,"D",
"BIR","M",28,1,33,"D",
"BIR","M",28,1,34,"D",
"BIR","M",28,1,35,"D",
"BIR","M",28,1,36,"D",
"BIR","M",28,1,37,"D",
"BIR","M",28,1,38,"D",
"BIR","M",28,1,39,"D",
"BIR","M",28,1,40,"D",
"BIR","M",28,1,41,"D",
"BIR","M",28,1,42,"D",
"BIR","M",28,1,43,"D",
"BIR","M",28,1,44,"D",
"BIR","M",28,1,45,"D",
"BIR","M",28,1,46,"D",
"BIR","M",28,1,47,"D",
"BIR","M",28,1,48,"D",
"BIR","M",28,1,49,"D",
"BIR","M",28,1,50,"D",
"BIR","M",28,2,1,"H",
"BIR","M",28,2,2,"H",
"BIR","M",28,2,3,"H",
"BIR","M",28,2,4,"H",
"BIR","M",28,2,5,"H",
"BIR","M",28,2,6,"H",
"BIR","M",28,2,7,"H",
"BIR","M",28,2,8,"H",
"BIR","M",28,2,9,"H",
"BIR","M",28,2,10,"D",
"BIR","M",28,2,11,"D",
"BIR","M",28,2,12,"D",
"BIR","M",28,2,13,"D",
"BIR","M",28,2,14,"D",
"BIR","M",28,2,15,"D",
"BIR","M",28,2,16,"D",
"BIR","M",28,2,17,"D",
"BIR","M",28,2,18,"D",
"BIR","M",28,2,19,"D",
"BIR","M",28,2,20,"D",
"BIR","M",28,2,21,"D",
"BIR","M",28,2,22,"D",
"BIR","M",28,2,23,"D",
"BIR","M",28,2,24,"D",
"BIR","M",28,2,25,"D",
"BIR","M",28,2,26,"D",
"BIR","M",28,2,27,"D",
"BIR","M",28,2,28,"D",
"BIR","M",28,2,29,"D",
"BIR","M",28,2,30,"D",
"BIR","M",28,2,31,"D",
"BIR","M",28,2,32,"D",
"BIR","M",28,2,33,"D",
"BIR","M",28,2,34,"D",
"BIR","M",28,2,35,"D",
"BIR","M",28,2,36,"D",
"BIR","M",28,2,37,"D",
"BIR","M",28,2,38,"D",
"BIR","M",28,2,39,"D",
"BIR","M",28,2,40,"D",
"BIR","M",28,2,41,"D",
"BIR","M",28,2,42,"D",
"BIR","M",28,2,43,"D",
"BIR","M",28,2,44,"D",
"BIR","M",28,2,45,"D",
"BIR","M",28,2,46,"D",
"BIR","M",28,2,47,"D",
"BIR","M",28,2,48,"D",
"BIR","M",28,2,49,"D",
"BIR","M",28,2,50,"D",
"BIR","M",28,3,1,"H",
"BIR","M",28,3,2,"H",
"BIR","M",28,3,3,"H",
"BIR","M",28,3,4,"H",
"BIR","M",28,3,5,"H",
"BIR","M",28,3,6,"H",
"BIR","M",28,3,7,"H",
"BIR","M",28,3,8,"H",
"BIR","M",28,3,9,"H",
"BIR","M",28,3,10,"D",
"BIR","M",28,3,11,"D",
"BIR","M",28,3,12,"D",
"BIR","M",28,3,13,"D",
"BIR","M",28,3,14,"D",
"BIR","M",28,3,15,"D",
"BIR","M",28,3,16,"D",
"BIR","M",28,3,17,"D",
"BIR","M",28,3,18,"D",
"BIR","M",28,3,19,"D",
"BIR","M",28,3,20,"D",
"BIR","M",28,3,21,"D",
"BIR","M",28,3,22,"D",
"BIR","M",28,3,23,"D",
"BIR","M",28,3,24,"D",
"BIR","M",28,3,25,"D",
"BIR","M",28,3,26,"D",
"BIR","M",28,3,27,"D",
"BIR","M",28,3,28,"D",
"BIR","M",28,3,29,"D",
"BIR","M",28,3,30,"D",
"BIR","M",28,3,31,"D",
"BIR","M",28,3,32,"D",
"BIR","M",28,3,33,"D",
"BIR","M",28,3,34,"D",
"BIR","M",28,3,35,"D",
"BIR","M",28,3,36,"D",
"BIR","M",28,3,37,"D",
"BIR","M",28,3,38,"D",
"BIR","M",28,3,39,"D",
"BIR","M",28,3,40,"D",
"BIR","M",28,3,41,"D",
"BIR","M",28,3,42,"D",
"BIR","M",28,3,43,"D",
"BIR","M",28,3,44,"D",
"BIR","M",28,3,45,"D",
"BIR","M",28,3,46,"D",
"BIR","M",28,3,47,"D",
"BIR","M",28,3,48,"D",
"BIR","M",28,3,49,"D",
"BIR","M",28,3,50,"D",
"BIR","M",28,4,1,"H",
"BIR","M",28,4,2,"H",
"BIR","M",28,4,3,"D",
"BIR","M",28,4,4,"D",
"BIR","M",28,4,5,"D",
"BIR","M",28,4,6,"D",
"BIR","M",28,4,7,"D",
"BIR","M",28,4,8,"D",
"BIR","M",28,4,9,"D",
"BIR","M",28,4,10,"D",
"BIR","M",28,4,11,"D",
"BIR","M",28,4,12,"D",
"BIR","M",28,4,13,"D",
"BIR","M",28,4,14,"D",
"BIR","M",28,4,15,"D",
"BIR","M",28,4,16,"D",
"BIR","M",28,4,17,"D",
"BIR","M",28,4,18,"D",
"BIR","M",28,4,19,"D",
"BIR","M",28,4,20,"D",
"BIR","M",28,4,21,"D",
"BIR","M",28,4,22,"D",
"BIR","M",28,4,23,"D",
"BIR","M",28,4,24,"D",
"BIR","M",28,4,25,"D",
"BIR","M",28,4,26,"D",
"BIR","M",28,4,27,"D",
"BIR","M",28,4,28,"D",
"BIR","M",28,4,29,"D",
"BIR","M",28,4,30,"D",
"BIR","M",28,4,31,"D",
"BIR","M",28,4,32,"D",
"BIR","M",28,4,33,"D",
"BIR","M",28,4,34,"D",
"BIR","M",28,4,35,"D",
"BIR","M",28,4,36,"D",
"BIR","M",28,4,37,"D",
"BIR","M",28,4,38,"D",
"BIR","M",28,4,39,"D",
"BIR","M",28,4,40,"D",
"BIR","M",28,4,41,"D",
"BIR","M",28,4,42,"D",
"BIR","M",28,4,43,"D",
"BIR","M",28,4,44,"D",
"BIR","M",28,4,45,"D",
"BIR","M",28,4,46,"D",
"BIR","M",28,4,47,"D",
"BIR","M",28,4,48,"D",
"BIR","M",28,4,49,"D",
"BIR","M",28,4,50,"D",
"BIR","M",28,5,1,"H",
"BIR","M",28,5,2,"H",
"BIR","M",28,5,3,"H",
"BIR","M",28,5,4,"H",
"BIR","M",28,5,5,"H",
"BIR","M",28,5,6,"H",
"BIR","M",28,5,7,"H",
"BIR","M",28,5,8,"H",
"BIR","M",28,5,9,"H",
"BIR","M",28,5,10,"D",
"BIR","M",28,5,11,"D",
"BIR","M",28,5,12,"D",
"BIR","M",28,5,13,"D",
"BIR","M",28,5,14,"D",
"BIR","M",28,5,15,"D",
"BIR","M",28,5,16,"D",
"BIR","M",28,5,17,"D",
"BIR","M",28,5,18,"D",
"BIR","M",28,5,19,"D",
"BIR","M",28,5,20,"D",
"BIR","M",28,5,21,"D",
"BIR","M",28,5,22,"D",
"BIR","M",28,5,23,"D",
"BIR","M",28,5,24,"D",
"BIR","M",28,5,25,"D",
"BIR","M",28,5,26,"D",
"BIR","M",28,5,27,"D",
"BIR","M",28,5,28,"D",
"BIR","M",28,5,29,"D",
"BIR","M",28,5,30,"D",
"BIR","M",28,5,31,"D",
"BIR","M",28,5,32,"D",
"BIR","M",28,5,33,"D",
"BIR","M",28,5,34,"D",
"BIR","M",28,5,35,"D",
"BIR","M",28,5,36,"D",
"BIR","M",28,5,37,"D",
"BIR","M",28,5,38,"D",
"BIR","M",28,5,39,"D",
"BIR","M",28,5,40,"D",
"BIR","M",28,5,41,"D",
"BIR","M",28,5,42,"D",
"BIR","M",28,5,43,"D",
"BIR","M",28,5,44,"D",
"BIR","M",28,5,45,"D",
"BIR","M",28,5,46,"D",
"BIR","M",28,5,47,"D",
"BIR","M",28,5,48,"D",
"BIR","M",28,5,49,"D",
"BIR","M",28,5,50,"D",
"BIR","M",28,6,1,"H",
"BIR","M",28,6,2,"H",
"BIR","M",28,6,3,"H",
"BIR","M",28,6,4,"H",
"BIR","M",28,6,5,"D",
"BIR","M",28,6,6,"D",
"BIR","M",28,6,7,"D",
"BIR","M",28,6,8,"D",
"BIR","M",28,6,9,"D",
"BIR","M",28,6,10,"D",
"BIR","M",28,6,11,"D",
"BIR","M",28,6,12,"D",
"BIR","M",28,6,13,"D",
"BIR","M",28,6,14,"D",
"BIR","M",28,6,15,"D",
"BIR","M",28,6,16,"D",
"BIR","M",28,6,17,"D",
"BIR","M",28,6,18,"D",
"BIR","M",28,6,19,"D",
"BIR","M",28,6,20,"D",
"BIR","M",28,6,21,"D",
"BIR","M",28,6,22,"D",
"BIR","M",28,6,23,"D",
"BIR","M",28,6,24,"D",
"BIR","M",28,6,25,"D",
"BIR","M",28,6,26,"D",
"BIR","M",28,6,27,"D",
"BIR","M",28,6,28,"D",
"BIR","M",28,6,29,"D",
"BIR","M",28,6,30,"D",
"BIR","M",28,6,31,"D",
"BIR","M",28,6,32,"D",
"BIR","M",28,6,33,"D",
"BIR","M",28,6,34,"D",
"BIR","M",28,6,35,"D",
"BIR","M",28,6,36,"D",
"BIR","M",28,6,37,"D",
"BIR","M",28,6,38,"D",
"BIR","M",28,6,39,"D",
"BIR","M",28,6,40,"D",
"BIR","M",28,6,41,"D",
"BIR","M",28,6,42,"D",
"BIR","M",28,6,43,"D",
"BIR","M",28,6,44,"D",
"BIR","M",28,6,45,"D",
"BIR","M",28,6,46,"D",
"BIR","M",28,6,47,"D",
"BIR","M",28,6,48,"D",
"BIR","M",28,6,49,"D",
"BIR","M",28,6,50,"D",
"BIR","M",28,7,1,"H",
"BIR","M",28,7,2,"H",
"BIR","M",28,7,3,"H",
"BIR","M",28,7,4,"D",
"BIR","M",28,7,5,"D",
"BIR","M",28,7,6,"D",
"BIR","M",28,7,7,"D",
"BIR","M",28,7,8,"D",
"BIR","M",28,7,9,"D",
"BIR","M",28,7,10,"D",
"BIR","M",28,7,11,"D",
"BIR","M",28,7,12,"D",
"BIR","M",28,7,13,"D",
"BIR","M",28,7,14,"D",
"BIR","M",28,7,15,"D",
"BIR","M",28,7,16,"D",
"BIR","M",28,7,17,"D",
"BIR","M",28,7,18,"D",
"BIR","M",28,7,19,"D",
"BIR","M",28,7,20,"D",
"BIR","M",28,7,21,"D",
"BIR","M",28,7,22,"D",
"BIR","M",28,7,23,"D",
"BIR","M",28,7,24,"D",
"BIR","M",28,7,25,"D",
"BIR","M",28,7,26,"D",
"BIR","M",28,7,27,"D",
"BIR","M",28,7,28,"D",
"BIR","M",28,7,29,"D",
"BIR","M",28,7,30,"D",
"BIR","M",28,7,31,"D",
"BIR","M",28,7,32,"D",
"BIR","M",28,7,33,"D",
"BIR","M",28,7,34,"D",
"BIR","M",28,7,35,"D",
"BIR","M",28,7,36,"D",
"BIR","M",28,7,37,"D",
"BIR","M",28,7,38,"D",
"BIR","M",28,7,39,"D",
"BIR","M",28,7,40,"D",
"BIR","M",28,7,41,"D",
"BIR","M",28,7,42,"D",
"BIR","M",28,7,43,"D",
"BIR","M",28,7,44,"D",
"BIR","M",28,7,45,"D",
"BIR","M",28,7,46,"D",
"BIR","M",28,7,47,"D",
"BIR","M",28,7,48,"D",
"BIR","M",28,7,49,"D",
"BIR","M",28,7,50,"D",
"BIR","M",28,8,1,"H",
"BIR","M",28,8,2,"D",
"BIR","M",28,8,3,"D",
"BIR","M",28,8,4,"D",
"BIR","M",28,8,5,"D",
"BIR","M",28,8,6,"D",
"BIR","M",28,8,7,"D",
"BIR","M",28,8,8,"D",
"BIR","M",28,8,9,"D",
"BIR","M",28,8,10,"D",
"BIR","M",28,8,11,"D",
"BIR","M",28,8,12,"D",
"BIR","M",28,8,13,"D",
"BIR","M",28,8,14,"D",
"BIR","M",28,8,15,"D",
"BIR","M",28,8,16,"D",
"BIR","M",28,8,17,"D",
"BIR","M",28,8,18,"D",
"BIR","M",28,8,19,"D",
"BIR","M",28,8,20,"D",
"BIR","M",28,8,21,"D",
"BIR","M",28,8,22,"D",
"BIR","M",28,8,23,"D",
"BIR","M",28,8,24,"D",
"BIR","M",28,8,25,"D",
"BIR","M",28,8,26,"D",
"BIR","M",28,8,27,"D",
"BIR","M",28,8,28,"D",
"BIR","M",28,8,29,"D",
"BIR","M",28,8,30,"D",
"BIR","M",28,8,31,"D",
"BIR","M",28,8,32,"D",
"BIR","M",28,8,33,"D",
"BIR","M",28,8,34,"D",
"BIR","M",28,8,35,"D",
"BIR","M",28,8,36,"D",
"BIR","M",28,8,37,"D",
"BIR","M",28,8,38,"D",
"BIR","M",28,8,39,"D",
"BIR","M",28,8,40,"D",
"BIR","M",28,8,41,"D",
"BIR","M",28,8,42,"D",
"BIR","M",28,8,43,"D",
"BIR","M",28,8,44,"D",
"BIR","M",28,8,45,"D",
"BIR","M",28,8,46,"D",
"BIR","M",28,8,47,"D",
"BIR","M",28,8,48,"D",
"BIR","M",28,8,49,"D",
"BIR","M",28,8,50,"D",
"BIR","M",28,9,1,"H",
"BIR","M",28,9,2,"H",
"BIR","M",28,9,3,"P","MA"
"BIR","M",28,9,4,"D",
"BIR","M",28,9,5,"D",
"BIR","M",28,9,6,"D",
"BIR","M",28,9,7,"D",
"BIR","M",28,9,8,"D",
"BIR","M",28,9,9,"D",
"BIR","M",28,9,10,"D",
"BIR","M",28,9,11,"D",
"BIR","M",28,9,12,"D",
"BIR","M",28,9,13,"D",
"BIR","M",28,9,14,"D",
"BIR","M",28,9,15,"D",
"BIR","M",28,9,16,"D",
"BIR","M",28,9,17,"D",
"BIR","M",28,9,18,"D",
"BIR","M",28,9,19,"D",
"BIR","M",28,9,20,"D",
"BIR","M",28,9,21,"D",
"BIR","M",28,9,22,"D",
"BIR","M",28,9,23,"D",
"BIR","M",28,9,24,"D",
"BIR","M",28,9,25,"D",
"BIR","M",28,9,26,"D",
"BIR","M",28,9,27,"D",
"BIR","M",28,9,28,"D",
"BIR","M",28,9,29,"D",
"BIR","M",28,9,30,"D",
"BIR","M",28,9,31,"D",
"BIR","M",28,9,32,"D",
"BIR","M",28,9,33,"D",
"BIR","M",28,9,34,"D",
"BIR","M",28,9,35,"D",
"BIR","M",28,9,36,"D",
"BIR","M",28,9,37,"D",
"BIR","M",28,9,38,"D",
"BIR","M",28,9,39,"D",
"BIR","M",28,9,40,"D",
"BIR","M",28,9,41,"D",
"BIR","M",28,9,42,"D",
"BIR","M",28,9,43,"D",
"BIR","M",28,9,44,"D",
"BIR","M",28,9,45,"D",
"BIR","M",28,9,46,"D",
"BIR","M",28,9,47,"D",
"BIR","M",28,9,48,"D",
"BIR","M",28,9,49,"D",
"BIR","M",28,9,50,"D",
"BIR","M",28,10,1,"H",
"BIR","M",28,10,2,"D",
"BIR","M",28,10,3,"D",
"BIR","M",28,10,4,"D",
"BIR","M",28,10,5,"D",
"BIR","M",28,10,6,"D",
"BIR","M",28,10,7,"D",
"BIR","M",28,10,8,"D",
"BIR","M",28,10,9,"D",
"BIR","M",28,10,10,"D",
"BIR","M",28,10,11,"D",
"BIR","M",28,10,12,"D",
"BIR","M",28,10,13,"D",
"BIR","M",28,10,14,"D",
"BIR","M",28,10,15,"D",
"BIR","M",28,10,16,"D",
"BIR","M",28,10,17,"D",
"BIR","M",28,10,18,"D",
"BIR","M",28,10,19,"D",
"BIR","M",28,10,20,"D",
"BIR","M",28,10,21,"D",
"BIR","M",28,10,22,"D",
"BIR","M",28,10,23,"D",
"BIR","M",28,10,24,"D",
"BIR","M",28,10,25,"D",
"BIR","M",28,10,26,"D",
"BIR","M",28,10,27,"D",
"BIR","M",28,10,28,"D",
"BIR","M",28,10,29,"D",
"BIR","M",28,10,30,"D",
"BIR","M",28,10,31,"D",
"BIR","M",28,10,32,"D",
"BIR","M",28,10,33,"D",
"BIR","M",28,10,34,"D",
"BIR","M",28,10,35,"D",
"BIR","M",28,10,36,"D",
"BIR","M",28,10,37,"D",
"BIR","M",28,10,38,"D",
"BIR","M",28,10,39,"D",
"BIR","M",28,10,40,"D",
"BIR","M",28,10,41,"D",
"BIR","M",28,10,42,"D",
"BIR","M",28,10,43,"D",
"BIR","M",28,10,44,"D",
"BIR","M",28,10,45,"D",
"BIR","M",28,10,46,"D",
"BIR","M",28,10,47,"D",
"BIR","M",28,10,48,"D",
"BIR","M",28,10,49,"D",
"BIR","M",28,10,50,"D",
"PAL","M",20,4,1,"P","ML"
"PAL","M",20,4,2,"P","ML"
"PAL","M",20,4,3,"P","ML"
"PAL","M",20,4,4,"P","ML"
"PAL","M",20,4,5,"P","ML"
"PAL","M",20,4,6,"P","ML"
"PAL","M",20,4,7,"P","ML"
"PAL","M",20,4,8,"P","ML"
"PAL","M",20,4,9,"P","ML"
"PAL","M",20,4,10,"P","ML"
