Host,Parasitoid,Temp,Treat,Sex,individual,body_weight
PSA,G,24,M,F,4,0.072
PSA,G,24,M,F,5,0.047
PSA,G,24,M,F,6,0.064
PSA,G,24,M,F,7,
PSA,G,24,M,F,8,
PSA,G,24,M,F,9,
PSA,G,24,M,F,10,
PSA,G,24,M,F,11,
PSA,G,24,M,F,12,
PSA,G,24,M,F,13,
PSA,G,24,M,F,14,
PSA,G,24,M,F,15,
PSA,G,24,M,F,16,
PSA,G,24,M,F,17,
PSA,G,24,M,F,18,
PSA,G,24,M,F,19,
PSA,G,24,M,F,20,
PSA,G,20,M,F,1,0.061
PSA,G,20,M,F,2,0.041
PSA,G,20,M,F,3,0.082
PSA,G,20,M,F,4,0.045
PSA,G,20,M,F,5,0.064
PSA,G,20,M,F,6,0.065
PSA,G,20,M,F,7,0.06
PSA,G,20,M,F,8,0.07
PSA,G,20,M,F,9,
PSA,G,20,M,F,10,
PSA,G,20,M,F,11,
PSA,G,20,M,F,12,
PSA,G,20,M,F,13,
PSA,G,20,M,F,14,
PSA,G,20,M,F,15,
PSA,G,20,M,F,16,
PSA,G,20,M,F,17,
PSA,G,20,M,F,18,
PSA,G,20,M,F,19,
PSA,G,20,M,F,20,
PST,G,24,N,F,1,0.098
PST,G,24,N,F,2,0.086
PST,G,24,N,F,3,0.088
PST,G,24,N,F,4,0.083
PST,G,24,N,F,5,0.077
PST,G,24,N,F,6,0.076
PST,G,24,N,F,7,0.079
PST,G,24,N,F,8,0.078
PST,G,24,N,F,9,0.106
PST,G,24,N,F,10,0.099
PST,G,24,N,F,11,0.051
PST,G,24,N,F,12,0.078
PST,G,24,N,F,13,0.087
PST,G,24,N,F,14,0.111
PST,G,24,N,F,15,0.093
PST,G,24,N,F,16,0.092
PST,G,24,N,F,17,0.098
PST,G,24,N,F,18,0.08
PST,G,24,N,F,19,0.095
PST,G,24,N,F,20,0.098
PST,D,24,N,F,1,0.07
PST,D,24,N,F,2,0.072
PST,D,24,N,F,3,0.073
PST,D,24,N,F,4,0.072
PST,D,24,N,F,5,0.085
PST,D,24,N,F,6,0.072
PST,D,24,N,F,7,0.052
PST,D,24,N,F,8,0.088
PST,D,24,N,F,9,0.076
PST,D,24,N,F,10,0.074
PST,D,24,N,F,11,0.088
PST,D,24,N,F,12,0.082
PST,D,24,N,F,13,0.072
PST,D,24,N,F,14,0.072
PST,D,24,N,F,15,0.059
PST,D,24,N,F,16,0.085
PST,D,24,N,F,17,0.075
PST,D,24,N,F,18,0.061
PST,D,24,N,F,19,0.081
PST,D,24,N,F,20,0.085
PST,G,20,N,F,1,0.098
PST,G,20,N,F,2,0.076
PST,G,20,N,F,3,0.074
PST,G,20,N,F,4,0.093
PST,G,20,N,F,5,0.075
PST,G,20,N,F,6,0.11
PST,G,20,N,F,7,0.081
PST,G,20,N,F,8,0.07
PST,G,20,N,F,9,0.086
PST,G,20,N,F,10,0.098
PST,G,20,N,F,11,0.057
PST,G,20,N,F,12,0.069
PST,G,20,N,F,13,0.077
PST,G,20,N,F,14,0.085
PST,G,20,N,F,15,0.078
PST,G,20,N,F,16,0.099
PST,G,20,N,F,17,0.089
PST,G,20,N,F,18,0.079
PST,G,20,N,F,19,0.091
PST,G,20,N,F,20,
PST,D,20,N,F,1,0.085
PST,D,20,N,F,2,0.076
PST,D,20,N,F,3,0.09
PST,D,20,N,F,4,0.09
PST,D,20,N,F,5,0.09
PST,D,20,N,F,6,0.073
PST,D,20,N,F,7,0.073
PST,D,20,N,F,8,0.082
PST,D,20,N,F,9,0.065
PST,D,20,N,F,10,0.083
PST,D,20,N,F,11,0.07
PST,D,20,N,F,12,0.073
PST,D,20,N,F,13,0.077
PST,D,20,N,F,14,0.085
PST,D,20,N,F,15,0.064
PST,D,20,N,F,16,0.073
PST,D,20,N,F,17,0.055
PST,D,20,N,F,18,0.073
PST,D,20,N,F,19,0.089
PST,D,20,N,F,20,0.09
PST,G,24,M,F,1,0.1
PST,G,24,M,F,2,0.077
PST,G,24,M,F,3,0.086
PST,G,24,M,F,4,0.063
PST,G,24,M,F,5,0.093
PST,G,24,M,F,6,0.088
PST,G,24,M,F,7,0.072
PST,G,24,M,F,8,0.066
PST,G,24,M,F,9,0.111
PST,G,24,M,F,10,0.078
PST,G,24,M,F,11,0.068
PST,G,24,M,F,12,0.097
PST,G,24,M,F,13,0.085
PST,G,24,M,F,14,0.054
PST,G,24,M,F,15,0.079
PST,G,24,M,F,16,0.094
PST,G,24,M,F,17,0.075
PST,G,24,M,F,18,0.069
PST,G,24,M,F,19,0.084
PST,G,24,M,F,20,0.07
PST,G,20,M,F,1,0.071
PST,G,20,M,F,2,0.117
PST,G,20,M,F,3,0.076
PST,G,20,M,F,4,0.052
PST,G,20,M,F,5,0.096
PST,G,20,M,F,6,0.076
PST,G,20,M,F,7,0.08
PST,G,20,M,F,8,0.069
PST,G,20,M,F,9,0.111
PST,G,20,M,F,10,0.069
PST,G,20,M,F,11,0.062
PST,G,20,M,F,12,0.073
PST,G,20,M,F,13,0.075
PST,G,20,M,F,14,0.117
PST,G,20,M,F,15,0.092
PST,G,20,M,F,16,0.08
PST,G,20,M,F,17,0.083
PST,G,20,M,F,18,0.097
PST,G,20,M,F,19,0.076
PST,G,20,M,F,20,0.075
SUL,A,28,N,F,1,0.108
SUL,A,28,N,F,2,0.107
SUL,A,28,N,F,3,0.092
SUL,A,28,N,F,4,0.092
SUL,A,28,N,F,5,0.117
SUL,A,28,N,F,6,0.082
SUL,A,28,N,F,7,0.11
SUL,A,28,N,F,8,0.106
SUL,A,28,N,F,9,0.099
SUL,A,28,N,F,10,0.099
SUL,A,28,N,F,11,0.109
SUL,A,28,N,F,12,0.082
SUL,A,28,N,F,13,0.124
SUL,A,28,N,F,14,0.111
SUL,A,28,N,F,15,0.117
SUL,A,28,N,F,16,0.115
SUL,A,28,N,F,17,0.108
SUL,A,28,N,F,18,0.106
SUL,A,28,N,F,19,0.11
SUL,A,28,N,F,20,0.092
SUL,D,28,N,F,1,0.087
SUL,D,28,N,F,2,0.088
SUL,D,28,N,F,3,0.096
SUL,D,28,N,F,4,0.097
SUL,D,28,N,F,5,0.084
SUL,D,28,N,F,6,0.095
SUL,D,28,N,F,7,0.09
SUL,D,28,N,F,8,0.09
SUL,D,28,N,F,9,0.085
SUL,D,28,N,F,10,0.102
SUL,D,28,N,F,11,0.089
SUL,D,28,N,F,12,0.094
SUL,D,28,N,F,13,0.094
SUL,D,28,N,F,14,0.097
SUL,D,28,N,F,15,0.091
SUL,D,28,N,F,16,0.078
SUL,D,28,N,F,17,0.102
SUL,D,28,N,F,18,0.107
SUL,D,28,N,F,19,0.101
SUL,D,28,N,F,20,0.088
SUL,A,24,N,F,1,0.111
SUL,A,24,N,F,2,0.101
SUL,A,24,N,F,3,0.132
SUL,A,24,N,F,4,0.103
SUL,A,24,N,F,5,0.1
SUL,A,24,N,F,6,0.101
SUL,A,24,N,F,7,0.101
SUL,A,24,N,F,8,0.147
SUL,A,24,N,F,9,0.106
SUL,A,24,N,F,10,0.133
SUL,A,24,N,F,11,0.111
SUL,A,24,N,F,12,0.093
SUL,A,24,N,F,13,0.128
SUL,A,24,N,F,14,0.146
SUL,A,24,N,F,15,0.105
SUL,A,24,N,F,16,0.112
SUL,A,24,N,F,17,0.115
SUL,A,24,N,F,18,0.099
SUL,A,24,N,F,19,0.107
SUL,A,24,N,F,20,
SUL,G,24,N,F,1,0.147
SUL,G,24,N,F,2,0.15
SUL,G,24,N,F,3,0.161
SUL,G,24,N,F,4,0.129
SUL,G,24,N,F,5,0.116
SUL,G,24,N,F,6,0.138
SUL,G,24,N,F,7,0.169
SUL,G,24,N,F,8,0.123
SUL,G,24,N,F,9,0.166
SUL,G,24,N,F,10,0.174
SUL,G,24,N,F,11,0.152
SUL,G,24,N,F,12,0.16
SUL,G,24,N,F,13,0.135
SUL,G,24,N,F,14,0.129
SUL,G,24,N,F,15,0.121
SUL,G,24,N,F,16,0.159
SUL,G,24,N,F,17,0.131
SUL,G,24,N,F,18,0.101
SUL,G,24,N,F,19,0.108
SUL,G,24,N,F,20,0.117
SUL,L,24,N,F,1,0.112
SUL,L,24,N,F,2,0.146
SUL,L,24,N,F,3,0.127
SUL,L,24,N,F,4,0.134
SUL,L,24,N,F,5,0.127
SUL,L,24,N,F,6,0.164
SUL,L,24,N,F,7,0.13
SUL,L,24,N,F,8,0.103
SUL,L,24,N,F,9,0.157
SUL,L,24,N,F,10,0.105
SUL,L,24,N,F,11,0.084
SUL,L,24,N,F,12,0.139
SUL,L,24,N,F,13,0.1
SUL,L,24,N,F,14,0.158
SUL,L,24,N,F,15,0.11
SUL,L,24,N,F,16,0.112
SUL,L,24,N,F,17,
SUL,L,24,N,F,18,
SUL,L,24,N,F,19,
SUL,L,24,N,F,20,
SUL,D,24,N,F,1,0.098
SUL,D,24,N,F,2,0.09
SUL,D,24,N,F,3,0.1
SUL,D,24,N,F,4,0.105
SUL,D,24,N,F,5,0.107
SUL,D,24,N,F,6,0.102
SUL,D,24,N,F,7,0.104
SUL,D,24,N,F,8,0.108
SUL,D,24,N,F,9,0.109
SUL,D,24,N,F,10,0.103
SUL,D,24,N,F,11,0.095
SUL,D,24,N,F,12,0.099
SUL,D,24,N,F,13,0.104
SUL,D,24,N,F,14,0.098
SUL,D,24,N,F,15,0.093
SUL,D,24,N,F,16,0.106
SUL,D,24,N,F,17,0.101
SUL,D,24,N,F,18,0.096
SUL,D,24,N,F,19,0.107
SUL,D,24,N,F,20,0.11
SUL,A,20,N,F,1,0.145
SUL,A,20,N,F,2,0.11
SUL,A,20,N,F,3,0.119
SUL,A,20,N,F,4,0.122
SUL,A,20,N,F,5,0.107
SUL,A,20,N,F,6,0.152
SUL,A,20,N,F,7,0.114
SUL,A,20,N,F,8,0.122
SUL,A,20,N,F,9,0.14
SUL,A,20,N,F,10,0.1
SUL,A,20,N,F,11,0.124
SUL,A,20,N,F,12,0.145
SUL,A,20,N,F,13,0.129
SUL,A,20,N,F,14,0.122
SUL,A,20,N,F,15,0.132
SUL,A,20,N,F,16,0.108
SUL,A,20,N,F,17,0.108
SUL,A,20,N,F,18,0.105
SUL,A,20,N,F,19,0.12
SUL,A,20,N,F,20,0.104
SUL,G,20,N,F,1,0.121
SUL,G,20,N,F,2,0.177
SUL,G,20,N,F,3,0.14
SUL,G,20,N,F,4,0.147
SUL,G,20,N,F,5,0.123
SUL,G,20,N,F,6,0.139
SUL,G,20,N,F,7,0.099
SUL,G,20,N,F,8,0.121
SUL,G,20,N,F,9,0.128
SUL,G,20,N,F,10,0.101
SUL,G,20,N,F,11,0.12
SUL,G,20,N,F,12,0.162
SUL,G,20,N,F,13,0.112
SUL,G,20,N,F,14,0.128
SUL,G,20,N,F,15,0.11
SUL,G,20,N,F,16,0.111
SUL,G,20,N,F,17,0.113
SUL,G,20,N,F,18,0.095
SUL,G,20,N,F,19,0.106
SUL,G,20,N,F,20,0.136
SUL,L,20,N,F,1,0.113
SUL,L,20,N,F,2,0.165
SUL,L,20,N,F,3,0.12
SUL,L,20,N,F,4,0.111
SUL,L,20,N,F,5,0.151
SUL,L,20,N,F,6,0.117
SUL,L,20,N,F,7,0.114
SUL,L,20,N,F,8,0.128
SUL,L,20,N,F,9,0.106
SUL,L,20,N,F,10,
SUL,L,20,N,F,11,
SUL,L,20,N,F,12,
SUL,L,20,N,F,13,
SUL,L,20,N,F,14,
SUL,L,20,N,F,15,
SUL,L,20,N,F,16,
SUL,L,20,N,F,17,
SUL,L,20,N,F,18,
SUL,L,20,N,F,19,
SUL,L,20,N,F,20,
SUL,D,20,N,F,1,0.105
SUL,D,20,N,F,2,0.108
SUL,D,20,N,F,3,0.103
SUL,D,20,N,F,4,0.099
SUL,D,20,N,F,5,0.105
SUL,D,20,N,F,6,0.1
SUL,D,20,N,F,7,0.103
SUL,D,20,N,F,8,0.106
SUL,D,20,N,F,9,0.104
SUL,D,20,N,F,10,0.1
SUL,D,20,N,F,11,0.112
SUL,D,20,N,F,12,0.109
SUL,D,20,N,F,13,0.107
SUL,D,20,N,F,14,0.096
SUL,D,20,N,F,15,0.111
SUL,D,20,N,F,16,0.111
SUL,D,20,N,F,17,0.111
SUL,D,20,N,F,18,0.104
SUL,D,20,N,F,19,0.109
SUL,D,20,N,F,20,0.1
SUL,A,24,M,F,1,0.119
SUL,A,24,M,F,2,0.104
SUL,A,24,M,F,3,0.113
SUL,A,24,M,F,4,0.1
SUL,A,24,M,F,5,0.116
SUL,A,24,M,F,6,0.112
SUL,A,24,M,F,7,0.082
SUL,A,24,M,F,8,0.095
SUL,A,24,M,F,9,0.096
SUL,A,24,M,F,10,0.079
SUL,A,24,M,F,11,0.113
SUL,A,24,M,F,12,0.127
SUL,A,24,M,F,13,0.102
SUL,A,24,M,F,14,0.087
SUL,A,24,M,F,15,0.078
SUL,A,24,M,F,16,0.08
SUL,A,24,M,F,17,0.116
SUL,A,24,M,F,18,0.112
SUL,A,24,M,F,19,
SUL,A,24,M,F,20,
SUL,G,24,M,F,1,0.149
SUL,G,24,M,F,2,0.141
SUL,G,24,M,F,3,0.086
SUL,G,24,M,F,4,0.08
SUL,G,24,M,F,5,0.127
SUL,G,24,M,F,6,0.129
SUL,G,24,M,F,7,0.127
SUL,G,24,M,F,8,0.112
SUL,G,24,M,F,9,0.157
SUL,G,24,M,F,10,0.101
SUL,G,24,M,F,11,0.1
SUL,G,24,M,F,12,0.08
SUL,G,24,M,F,13,0.116
SUL,G,24,M,F,14,0.116
SUL,G,24,M,F,15,0.063
SUL,G,24,M,F,16,0.083
SUL,G,24,M,F,17,0.129
SUL,G,24,M,F,18,0.109
SUL,G,24,M,F,19,0.088
SUL,G,24,M,F,20,0.093
SUL,L,24,M,F,1,0.085
SUL,L,24,M,F,2,0.088
SUL,L,24,M,F,3,0.109
SUL,L,24,M,F,4,0.104
SUL,L,24,M,F,5,0.122
SUL,L,24,M,F,6,0.123
SUL,L,24,M,F,7,0.083
SUL,L,24,M,F,8,0.095
SUL,L,24,M,F,9,0.121
SUL,L,24,M,F,10,0.112
SUL,L,24,M,F,11,0.1
SUL,L,24,M,F,12,0.083
SUL,L,24,M,F,13,0.068
SUL,L,24,M,F,14,0.111
SUL,L,24,M,F,15,0.091
SUL,L,24,M,F,16,0.095
SUL,L,24,M,F,17,0.091
SUL,L,24,M,F,18,0.085
SUL,L,24,M,F,19,
SUL,L,24,M,F,20,
SUL,A,20,M,F,1,0.092
SUL,A,20,M,F,2,0.126
SUL,A,20,M,F,3,0.093
SUL,A,20,M,F,4,0.085
SUL,A,20,M,F,5,0.108
SUL,A,20,M,F,6,0.086
SUL,A,20,M,F,7,0.115
SUL,A,20,M,F,8,0.096
SUL,A,20,M,F,9,0.105
SUL,A,20,M,F,10,0.079
SUL,A,20,M,F,11,0.084
SUL,A,20,M,F,12,0.138
SUL,A,20,M,F,13,0.103
SUL,A,20,M,F,14,0.094
SUL,A,20,M,F,15,0.114
SUL,A,20,M,F,16,0.111
SUL,A,20,M,F,17,0.078
SUL,A,20,M,F,18,0.096
SUL,A,20,M,F,19,0.162
SUL,A,20,M,F,20,
SUL,G,20,M,F,1,0.123
SUL,G,20,M,F,2,0.109
SUL,G,20,M,F,3,0.124
SUL,G,20,M,F,4,0.137
SUL,G,20,M,F,5,0.135
SUL,G,20,M,F,6,0.085
SUL,G,20,M,F,7,0.096
SUL,G,20,M,F,8,0.096
SUL,G,20,M,F,9,0.092
SUL,G,20,M,F,10,0.092
SUL,G,20,M,F,11,0.112
SUL,G,20,M,F,12,0.123
SUL,G,20,M,F,13,0.084
SUL,G,20,M,F,14,0.105
SUL,G,20,M,F,15,0.092
SUL,G,20,M,F,16,0.114
SUL,G,20,M,F,17,0.082
SUL,G,20,M,F,18,0.093
SUL,G,20,M,F,19,
SUL,G,20,M,F,20,
SUL,L,20,M,F,1,0.115
SUL,L,20,M,F,2,0.119
SUL,L,20,M,F,3,0.112
SUL,L,20,M,F,4,0.133
SUL,L,20,M,F,5,0.131
SUL,L,20,M,F,6,0.126
SUL,L,20,M,F,7,0.132
SUL,L,20,M,F,8,0.134
SUL,L,20,M,F,9,0.121
SUL,L,20,M,F,10,0.114
SUL,L,20,M,F,11,0.093
SUL,L,20,M,F,12,0.109
SUL,L,20,M,F,13,0.113
SUL,L,20,M,F,14,0.102
SUL,L,20,M,F,15,0.13
SUL,L,20,M,F,16,0.134
SUL,L,20,M,F,17,0.131
SUL,L,20,M,F,18,0.102
SUL,L,20,M,F,19,0.118
SUL,L,20,M,F,20,0.109
RUB,A,28,N,F,1,0.142
RUB,A,28,N,F,2,0.122
RUB,A,28,N,F,3,0.124
RUB,A,28,N,F,4,0.113
RUB,A,28,N,F,5,0.156
RUB,A,28,N,F,6,0.129
RUB,A,28,N,F,7,0.119
RUB,A,28,N,F,8,0.148
RUB,A,28,N,F,9,0.102
RUB,A,28,N,F,10,0.125
RUB,A,28,N,F,11,0.116
RUB,A,28,N,F,12,0.101
RUB,A,28,N,F,13,0.116
RUB,A,28,N,F,14,0.154
RUB,A,28,N,F,15,0.062
RUB,A,28,N,F,16,0.14
RUB,A,28,N,F,17,
RUB,A,28,N,F,18,
RUB,A,28,N,F,19,
RUB,A,28,N,F,20,
RUB,D,28,N,F,1,0.095
RUB,D,28,N,F,2,0.101
RUB,D,28,N,F,3,0.102
RUB,D,28,N,F,4,0.097
RUB,D,28,N,F,5,0.101
RUB,D,28,N,F,6,0.102
RUB,D,28,N,F,7,0.095
RUB,A,24,N,F,1,0.189
RUB,A,24,N,F,2,0.154
RUB,A,24,N,F,3,0.176
RUB,A,24,N,F,4,0.175
RUB,A,24,N,F,5,0.169
RUB,A,24,N,F,6,0.199
RUB,A,24,N,F,7,0.17
RUB,A,24,N,F,8,0.147
RUB,A,24,N,F,9,0.169
RUB,A,24,N,F,10,0.216
RUB,A,24,N,F,11,0.172
RUB,A,24,N,F,12,0.172
RUB,A,24,N,F,13,0.185
RUB,A,24,N,F,14,0.171
RUB,A,24,N,F,15,0.148
RUB,A,24,N,F,16,0.155
RUB,A,24,N,F,17,0.161
RUB,A,24,N,F,18,
RUB,A,24,N,F,19,
RUB,A,24,N,F,20,
RUB,G,24,N,F,1,0.158
RUB,G,24,N,F,2,0.158
RUB,G,24,N,F,3,0.16
RUB,G,24,N,F,4,0.152
RUB,G,24,N,F,5,0.19
RUB,G,24,N,F,6,0.155
RUB,G,24,N,F,7,0.15
RUB,G,24,N,F,8,0.14
RUB,G,24,N,F,9,0.17
RUB,G,24,N,F,10,0.148
RUB,G,24,N,F,11,0.149
RUB,G,24,N,F,12,0.155
RUB,G,24,N,F,13,0.151
RUB,G,24,N,F,14,0.153
RUB,G,24,N,F,15,0.157
RUB,G,24,N,F,16,0.141
RUB,G,24,N,F,17,0.121
RUB,G,24,N,F,18,0.152
RUB,G,24,N,F,19,0.163
RUB,G,24,N,F,20,0.164
RUB,L,24,N,F,1,0.125
RUB,L,24,N,F,2,0.153
RUB,L,24,N,F,3,0.152
RUB,L,24,N,F,4,0.147
RUB,L,24,N,F,5,0.164
RUB,L,24,N,F,6,0.154
RUB,L,24,N,F,7,0.155
RUB,L,24,N,F,8,0.16
RUB,L,24,N,F,9,0.163
RUB,L,24,N,F,10,0.161
RUB,L,24,N,F,11,0.149
RUB,L,24,N,F,12,0.154
RUB,L,24,N,F,13,0.157
RUB,L,24,N,F,14,0.137
RUB,L,24,N,F,15,0.142
RUB,L,24,N,F,16,0.167
RUB,L,24,N,F,17,0.189
RUB,L,24,N,F,18,0.2
RUB,L,24,N,F,19,0.181
RUB,L,24,N,F,20,0.169
RUB,D,24,N,F,1,0.111
RUB,D,24,N,F,2,0.111
RUB,D,24,N,F,3,0.113
RUB,D,24,N,F,4,0.103
RUB,D,24,N,F,5,0.109
RUB,D,24,N,F,6,0.106
RUB,D,24,N,F,7,0.119
RUB,D,24,N,F,8,0.103
RUB,D,24,N,F,9,0.111
RUB,D,24,N,F,10,0.103
RUB,D,24,N,F,11,0.112
RUB,D,24,N,F,12,0.106
RUB,D,24,N,F,13,0.109
RUB,D,24,N,F,14,0.116
RUB,D,24,N,F,15,0.109
RUB,D,24,N,F,16,0.111
RUB,D,24,N,F,17,0.111
RUB,D,24,N,F,18,0.116
RUB,D,24,N,F,19,0.102
RUB,D,24,N,F,20,0.103
RUB,A,20,N,F,1,0.157
RUB,A,20,N,F,2,0.223
RUB,A,20,N,F,3,0.155
RUB,A,20,N,F,4,0.169
RUB,A,20,N,F,5,0.175
RUB,A,20,N,F,6,0.2
RUB,A,20,N,F,7,0.188
RUB,A,20,N,F,8,0.153
RUB,A,20,N,F,9,0.182
RUB,A,20,N,F,10,0.16
RUB,A,20,N,F,11,0.175
RUB,A,20,N,F,12,0.206
RUB,A,20,N,F,13,0.166
RUB,A,20,N,F,14,0.178
RUB,A,20,N,F,15,0.178
RUB,A,20,N,F,16,0.163
RUB,A,20,N,F,17,0.187
RUB,A,20,N,F,18,0.186
RUB,A,20,N,F,19,0.152
RUB,A,20,N,F,20,0.164
RUB,G,20,N,F,1,0.166
RUB,G,20,N,F,2,0.169
RUB,G,20,N,F,3,0.133
RUB,G,20,N,F,4,0.148
RUB,G,20,N,F,5,0.182
RUB,G,20,N,F,6,0.18
RUB,G,20,N,F,7,0.174
RUB,G,20,N,F,8,0.18
RUB,G,20,N,F,9,0.19
RUB,G,20,N,F,10,0.177
RUB,G,20,N,F,11,0.189
RUB,G,20,N,F,12,0.19
RUB,G,20,N,F,13,0.179
RUB,G,20,N,F,14,0.163
RUB,G,20,N,F,15,0.166
RUB,G,20,N,F,16,0.168
RUB,G,20,N,F,17,0.14
RUB,G,20,N,F,18,0.152
RUB,G,20,N,F,19,0.172
RUB,G,20,N,F,20,0.168
RUB,L,20,N,F,1,0.153
RUB,L,20,N,F,2,0.16
RUB,L,20,N,F,3,0.17
RUB,L,20,N,F,4,0.161
RUB,L,20,N,F,5,0.184
RUB,L,20,N,F,6,0.173
RUB,L,20,N,F,7,0.159
RUB,L,20,N,F,8,0.158
RUB,L,20,N,F,9,0.149
RUB,L,20,N,F,10,0.145
RUB,L,20,N,F,11,0.161
RUB,L,20,N,F,12,0.148
RUB,L,20,N,F,13,0.168
RUB,L,20,N,F,14,0.149
RUB,L,20,N,F,15,0.17
RUB,L,20,N,F,16,0.152
RUB,L,20,N,F,17,0.17
RUB,L,20,N,F,18,0.167
RUB,L,20,N,F,19,0.182
RUB,L,20,N,F,20,0.15
RUB,D,20,N,F,1,0.101
RUB,D,20,N,F,2,0.108
RUB,D,20,N,F,3,0.117
RUB,D,20,N,F,4,0.113
RUB,D,20,N,F,5,0.113
RUB,D,20,N,F,6,0.119
RUB,D,20,N,F,7,0.106
RUB,D,20,N,F,8,0.123
RUB,D,20,N,F,9,0.111
RUB,D,20,N,F,10,0.114
RUB,D,20,N,F,11,0.114
RUB,D,20,N,F,12,0.106
RUB,D,20,N,F,13,0.121
RUB,D,20,N,F,14,0.109
RUB,D,20,N,F,15,0.106
RUB,D,20,N,F,16,0.112
RUB,D,20,N,F,17,0.107
RUB,D,20,N,F,18,0.134
RUB,D,20,N,F,19,0.112
RUB,D,20,N,F,20,0.116
RUB,A,28,M,F,1,0.118
RUB,A,28,M,F,2,0.151
RUB,A,28,M,F,3,0.119
RUB,A,28,M,F,4,
RUB,A,28,M,F,5,
RUB,A,28,M,F,6,
RUB,A,28,M,F,7,
RUB,A,28,M,F,8,
RUB,A,28,M,F,9,
RUB,A,28,M,F,10,
RUB,A,28,M,F,11,
RUB,A,28,M,F,12,
RUB,A,28,M,F,13,
RUB,A,28,M,F,14,
RUB,A,28,M,F,15,
RUB,A,28,M,F,16,
RUB,A,28,M,F,17,
RUB,A,28,M,F,18,
RUB,A,28,M,F,19,
RUB,A,28,M,F,20,
RUB,A,24,M,F,1,0.186
RUB,A,24,M,F,2,0.136
RUB,A,24,M,F,3,0.12
RUB,A,24,M,F,4,0.171
RUB,A,24,M,F,5,0.149
RUB,A,24,M,F,6,0.157
RUB,A,24,M,F,7,0.166
RUB,A,24,M,F,8,0.149
RUB,A,24,M,F,9,0.151
RUB,A,24,M,F,10,0.14
RUB,A,24,M,F,11,0.179
RUB,A,24,M,F,12,0.172
RUB,A,24,M,F,13,0.181
RUB,A,24,M,F,14,0.148
RUB,A,24,M,F,15,
RUB,A,24,M,F,16,
RUB,A,24,M,F,17,
RUB,A,24,M,F,18,
RUB,A,24,M,F,19,
RUB,A,24,M,F,20,
RUB,L,24,M,F,1,0.149
RUB,L,24,M,F,2,0.151
RUB,L,24,M,F,3,0.149
RUB,L,24,M,F,4,0.143
RUB,L,24,M,F,5,0.142
RUB,L,24,M,F,6,0.151
RUB,L,24,M,F,7,0.129
RUB,L,24,M,F,8,0.143
RUB,L,24,M,F,9,0.139
RUB,L,24,M,F,10,0.134
RUB,L,24,M,F,11,0.127
RUB,L,24,M,F,12,0.155
RUB,L,24,M,F,13,0.132
RUB,L,24,M,F,14,0.138
RUB,L,24,M,F,15,0.114
RUB,L,24,M,F,16,0.162
RUB,L,24,M,F,17,0.144
RUB,L,24,M,F,18,0.156
RUB,L,24,M,F,19,0.152
RUB,L,24,M,F,20,0.145
RUB,A,20,M,F,1,0.117
RUB,A,20,M,F,2,0.179
RUB,A,20,M,F,3,0.168
RUB,A,20,M,F,4,0.146
RUB,A,20,M,F,5,
RUB,A,20,M,F,6,
RUB,A,20,M,F,7,
RUB,A,20,M,F,8,
RUB,A,20,M,F,9,
RUB,A,20,M,F,10,
RUB,A,20,M,F,11,
RUB,A,20,M,F,12,
RUB,A,20,M,F,13,
RUB,A,20,M,F,14,
RUB,A,20,M,F,15,
RUB,A,20,M,F,16,
RUB,A,20,M,F,17,
RUB,A,20,M,F,18,
RUB,A,20,M,F,19,
RUB,A,20,M,F,20,
RUB,L,20,M,F,1,0.169
RUB,L,20,M,F,2,0.129
RUB,L,20,M,F,3,0.155
RUB,L,20,M,F,4,0.151
RUB,L,20,M,F,5,0.154
RUB,L,20,M,F,6,0.156
RUB,L,20,M,F,7,0.132
RUB,L,20,M,F,8,0.152
RUB,L,20,M,F,9,0.124
RUB,L,20,M,F,10,0.142
RUB,L,20,M,F,11,0.116
RUB,L,20,M,F,12,0.184
RUB,L,20,M,F,13,0.115
RUB,L,20,M,F,14,
RUB,L,20,M,F,15,
RUB,L,20,M,F,16,
RUB,L,20,M,F,17,
RUB,L,20,M,F,18,
RUB,L,20,M,F,19,
RUB,L,20,M,F,20,
